Segment_number,Average Degree (Global),Global Efficiency,Average Shortest Path Length,Clustering Coefficient,Modularity
1,1.1578947368421053,0.7731481481481481,17.169590643274855,0.1578947368421052,0.7512248518892802
2,2.0,0.5404411764705882,12.42690058479532,0.3017543859649123,0.4905270251318399
3,1.6842105263157894,0.6054421768707486,14.146198830409356,0.2561403508771929,0.5224058205744414
4,1.263157894736842,0.691358024691358,16.27485380116959,0.0,0.6206093641808861
5,0.631578947368421,0.9285714285714286,18.269005847953217,0.0,0.7866407825414681
6,0.631578947368421,0.875,18.16959064327485,0.0,0.7383626313085969
7,3.3684210526315788,0.6666666666666663,10.953216374269006,0.4278195488721804,0.3340994030104726
8,0.7368421052631579,0.8333333333333334,17.970760233918128,0.0,0.7370272415064398
9,0.7368421052631579,0.8888888888888888,18.064327485380115,0.0,0.788907009020159
10,1.368421052631579,0.5725000000000001,15.105263157894736,0.1754385964912281,0.5867710388977296
11,0.8421052631578947,0.8636363636363636,17.859649122807017,0.0,0.7924304735016643
12,0.7368421052631579,0.8888888888888888,18.064327485380115,0.0,0.7860390235441219
13,0.7368421052631579,0.8888888888888888,18.064327485380115,0.0,0.7876967623378736
14,1.263157894736842,0.6636904761904762,16.204678362573098,0.1140350877192982,0.6761759491988943
15,0.631578947368421,0.9285714285714286,18.269005847953217,0.0,0.7832162005704199
Average,1.1859649122807017,0.7739350593211471,16.467446393762184,0.09553884711779446,0.6788089051476192
