Segment_number,Average Degree (Global),Global Efficiency,Average Shortest Path Length,Clustering Coefficient,Modularity
1,4.7368421052631575,0.5979166666666669,5.631578947368421,0.5703425229741019,0.3427932759647467
2,0.9473684210526316,0.8333333333333333,17.660818713450293,0.1403508771929824,0.5190727748346512
3,1.894736842105263,0.7741935483870966,15.830409356725148,0.3333333333333333,0.4180006802120904
4,2.1052631578947367,0.4081496786042241,8.116959064327485,0.2105263157894736,0.5417598062989255
5,3.8947368421052633,0.5981308411214948,8.461988304093568,0.5631578947368422,0.4984338965620037
6,11.578947368421051,0.8016569200779734,1.47953216374269,0.765003709740552,0.0528515647353745
7,1.7894736842105263,0.4604090354090355,11.812865497076023,0.3684210526315789,0.468816729777987
8,4.947368421052632,0.646111111111111,7.029239766081871,0.5324143692564745,0.1088855960734089
9,6.105263157894737,0.8559670781893005,10.614035087719298,0.7527492974861395,0.127656407003434
10,1.6842105263157894,0.7146464646464648,15.660818713450292,0.3859649122807017,0.6034875320093533
11,1.894736842105263,0.548989898989899,12.578947368421051,0.3228070175438596,0.3824965814727399
12,0.9473684210526316,0.8333333333333333,17.660818713450293,0.1578947368421052,0.7109661874995921
13,1.894736842105263,0.7094017094017094,15.046783625730994,0.4473684210526316,0.3768776709330469
14,0.8421052631578947,0.8194444444444445,17.76608187134503,0.0,0.7457882531218144
15,0.7368421052631579,0.8333333333333333,17.970760233918128,0.1578947368421052,0.6105581558442308
16,1.0526315789473684,0.8571428571428571,17.549707602339183,0.2280701754385964,0.5598851947517894
17,1.4736842105263157,0.4228327228327232,11.923976608187134,0.2105263157894736,0.5347306191983181
18,1.0526315789473684,0.7142857142857141,16.871345029239766,0.1929824561403509,0.470996857975029
Average,2.754385964912281,0.6905154828505952,12.75925925925926,0.3522115636150723,0.44855876579269643
