Segment_number,Average Degree (Global),Global Efficiency,Average Shortest Path Length,Clustering Coefficient,Modularity
1,1.6842105263157894,0.7440476190476192,16.169590643274855,0.4912280701754385,0.6400883736952385
2,4.0,0.8218390804597702,13.023391812865498,0.506265664160401,0.2848745519788855
3,5.368421052631579,0.6259803921568631,5.526315789473684,0.6715121136173767,0.4276675271547836
4,2.3157894736842106,0.7725225225225227,15.228070175438596,0.3614035087719298,0.4617285338129295
5,1.263157894736842,1.0,17.736842105263158,0.3684210526315789,0.6693014161455416
6,3.8947368421052633,0.7453703703703703,11.65497076023392,0.5802005012531329,0.4922171309672415
7,2.8421052631578947,0.4750608272506079,6.0,0.3842105263157894,0.5420627977761792
8,3.5789473684210527,0.7953216374269007,13.140350877192985,0.6824561403508771,0.4995416655887867
9,9.68421052631579,0.7563352826510722,1.5380116959064327,0.7262299448057962,0.1553958526226493
10,5.473684210526316,0.6170343137254907,5.573099415204679,0.6017543859649123,0.2628062346822725
11,5.578947368421052,0.6274509803921573,5.508771929824562,0.7447748158274474,0.2422870578086448
12,12.105263157894736,0.8352826510721246,1.3333333333333333,0.8409128023679107,0.1604595153386843
13,3.3684210526315788,0.9444444444444444,15.23391812865497,0.5476190476190477,0.3514975949129667
14,2.3157894736842106,0.6921768707482994,14.058479532163744,0.2771929824561403,0.3239865383204455
15,2.526315789473684,0.7738095238095238,14.701754385964913,0.5210526315789473,0.5650695703447651
16,10.31578947368421,0.8564476885644768,4.812865497076023,0.7502035975720187,0.1179416027706535
Average,4.769736842105263,0.7551952627901402,10.077485380116961,0.5659648615917965,0.38730787274504175
