Segment_number,Average Degree (Global),Global Efficiency,Average Shortest Path Length,Clustering Coefficient,Modularity
1,3.684210526315789,0.6995614035087716,11.32748538011696,0.6017543859649124,0.5067875013250781
2,2.3157894736842106,0.5421052631578949,11.68421052631579,0.4385964912280702,0.6679954476978054
3,2.8421052631578947,0.6122807017543858,11.485380116959064,0.6087719298245615,0.5795324675090017
4,2.421052631578948,0.6121212121212123,12.473684210526317,0.4578947368421052,0.6013714795555948
5,2.1052631578947367,0.772058823529412,15.532163742690058,0.5701754385964911,0.7396294387689807
6,2.3157894736842106,0.7606837606837609,15.023391812865498,0.6140350877192983,0.7385548784733582
7,2.526315789473684,0.6820987654320989,13.57309941520468,0.6701754385964913,0.6375034576829846
8,2.3157894736842106,0.5554761904761906,12.263157894736842,0.5350877192982457,0.6331765024192055
9,2.526315789473684,0.5531111111111112,11.789473684210526,0.605263157894737,0.7040535911994317
10,2.736842105263158,0.6282828282828283,12.497076023391813,0.5070175438596491,0.5592777115142504
11,2.3157894736842106,0.7606837606837609,15.023391812865498,0.6052631578947368,0.7370267992691317
12,2.210526315789474,0.7317073170731708,14.83625730994152,0.5789473684210527,0.701277425347538
13,2.526315789473684,0.7391304347826086,14.321637426900583,0.6350877192982456,0.6902066416638447
14,3.0526315789473686,0.6042145593869728,10.409356725146198,0.612280701754386,0.52452276919508
15,2.3157894736842106,0.6239393939393941,13.584795321637428,0.5701754385964912,0.7123955327890663
16,2.526315789473684,0.8194444444444444,15.298245614035087,0.7228070175438598,0.7169720359600734
17,2.3157894736842106,0.5189655172413793,10.65497076023392,0.3859649122807017,0.6684171524730815
Average,2.5325077399380804,0.6597567933887882,13.045751633986928,0.5717234262125903,0.6540412254613828
