Segment_number,Average Degree (Global),Global Efficiency,Average Shortest Path Length,Clustering Coefficient,Modularity
1,3.8947368421052633,0.6455197132616483,9.736842105263158,0.4721804511278195,0.3080097519192349
2,5.684210526315789,0.6869146005509642,6.830409356725146,0.5704260651629074,0.2048591333455812
3,2.526315789473684,0.7336956521739132,14.333333333333334,0.3035087719298245,0.2110798925074729
4,3.684210526315789,0.7953216374269007,13.152046783625732,0.4654135338345864,0.2129526764132529
5,4.105263157894737,0.6373015873015869,8.52046783625731,0.4659147869674185,0.2955132526702141
6,3.8947368421052633,0.8244047619047619,13.228070175438596,0.4771094402673351,0.1921827299834886
7,4.842105263157895,0.6695652173913045,9.953216374269006,0.4778613199665831,0.1550513887056223
8,3.473684210526316,0.5658333333333331,7.233918128654971,0.5035505430242272,0.3317542584459812
9,3.1578947368421053,0.75,13.403508771929824,0.4414786967418546,0.361103550237974
10,4.421052631578948,0.7777777777777776,11.964912280701755,0.4536340852130325,0.1373002167088488
11,1.4736842105263157,0.6677419354838713,15.912280701754383,0.1666666666666666,0.4584458275816656
Average,3.741626794258373,0.7049160196914601,11.297182349813928,0.4361585782638414,0.2607502435017579
