Segment_number,Average Degree (Global),Global Efficiency,Average Shortest Path Length,Clustering Coefficient,Modularity
1,5.578947368421052,0.7279874213836477,8.23391812865497,0.5666666666666668,0.2575834713530945
2,5.789473684210527,0.7469135802469133,7.970760233918129,0.5751461988304093,0.2329428595054493
3,4.7368421052631575,0.6603773584905658,8.397660818713451,0.5428989139515455,0.3127547426482035
4,6.2105263157894735,0.7623456790123455,7.95906432748538,0.7787195260879471,0.2227272075610715
5,2.736842105263158,0.6369047619047615,12.017543859649123,0.4508771929824562,0.4851963091498147
6,5.157894736842105,0.712264150943396,8.24561403508772,0.5303220171641224,0.2219506026623177
7,4.421052631578948,0.9432624113475176,14.087719298245617,0.5614035087719298,0.2300236462469957
8,4.7368421052631575,0.9074074074074072,13.385964912280702,0.631578947368421,0.3036932324006809
9,2.8421052631578947,0.6511904761904759,11.994152046783626,0.3709273182957393,0.383841952617541
10,2.1052631578947367,0.6861702127659576,14.257309941520468,0.331578947368421,0.2871590280682867
11,2.631578947368421,0.5072327044025157,8.87719298245614,0.3789473684210526,0.4700648683672168
12,2.3157894736842106,0.6440677966101698,13.099415204678362,0.2684210526315789,0.3514722560356372
13,2.421052631578948,0.736434108527132,14.637426900584796,0.5649122807017544,0.5444692179866951
14,2.631578947368421,0.6666666666666669,12.87719298245614,0.4443609022556391,0.4178821849004869
15,2.210526315789474,0.6271186440677968,13.12280701754386,0.4333333333333333,0.4937495164044874
Average,3.7684210526315787,0.7077562253311513,11.277582846003899,0.4953396116554012,0.34770073972719856
