Segment_number,Average Degree (Global),Global Efficiency,Average Shortest Path Length,Clustering Coefficient,Modularity
1,4.421052631578948,0.6976950354609925,9.497076023391813,0.5700501253132833,0.2984743664317208
2,1.7894736842105263,0.6131205673758867,14.36842105263158,0.3245614035087719,0.5898114819876881
3,3.473684210526316,0.6240942028985502,9.859649122807015,0.413157894736842,0.2966508124121927
4,1.4736842105263157,0.5700000000000001,15.146198830409356,0.2982456140350877,0.6032365298273323
5,2.3157894736842106,0.4497420634920635,7.795321637426901,0.3105263157894737,0.4326525627439626
6,2.631578947368421,0.6612903225806452,12.783625730994151,0.356140350877193,0.3928624916045162
7,2.1052631578947367,0.4059327036599764,8.105263157894736,0.2368421052631578,0.5741775601631601
8,1.5789473684210529,0.5845833333333335,15.146198830409356,0.3333333333333333,0.561808327178258
9,2.0,0.5404411764705885,12.45029239766082,0.2052631578947368,0.4491397223907336
10,1.1578947368421053,0.7159090909090909,16.77777777777778,0.1403508771929824,0.5483183859843066
Average,2.294736842105263,0.5862808496181129,12.192982456140351,0.31884711779448616,0.47471322407238714
