Segment_number,Average Degree (Global),Global Efficiency,Average Shortest Path Length,Clustering Coefficient,Modularity
1,4.7368421052631575,0.791111111111111,11.304093567251462,0.8316207184628237,0.4337843842894476
2,2.210526315789474,0.5708333333333334,12.7953216374269,0.4736842105263157,0.6640407074590781
3,5.157894736842105,0.6560185185185188,8.345029239766081,0.6479949874686717,0.2049743175091623
4,4.2105263157894735,0.5705381339527686,7.12280701754386,0.6212197159565581,0.3657092042508718
5,7.473684210526316,0.8225308641975309,7.871345029239766,0.7802232854864433,0.1129217419254447
6,4.105263157894737,0.764285714285714,11.847953216374268,0.4776942355889723,0.2749663420201498
7,7.368421052631579,0.8240740740740741,7.853801169590644,0.7811775943354892,0.1797903311233902
8,3.473684210526316,0.7190476190476188,11.88888888888889,0.6333333333333332,0.394320707682016
9,3.8947368421052633,0.6029874213836469,8.538011695906432,0.5225563909774436,0.3900017201621988
10,4.7368421052631575,0.6566037735849056,8.456140350877194,0.5004177109440267,0.1670137851172905
11,4.947368421052632,0.6566358024691359,8.263157894736842,0.7503759398496239,0.3309242488125294
12,4.947368421052632,0.6828703703703701,8.140350877192983,0.4951279714437609,0.1806197754444069
13,3.0526315789473686,0.6458333333333331,11.824561403508772,0.4017543859649123,0.4897646323301388
14,2.210526315789474,0.4489724310776944,10.339181286549708,0.4210526315789473,0.6589347481080844
15,2.8421052631578947,0.7242424242424242,13.415204678362572,0.4649122807017544,0.5267910401286168
16,5.684210526315789,1.0,13.31578947368421,0.9473684210526316,0.4783941225470585
Average,4.440789473684211,0.6960365578113863,10.082602339181285,0.6094071133544818,0.36580948805686775
