Segment_number,Average Degree (Global),Global Efficiency,Average Shortest Path Length,Clustering Coefficient,Modularity
1,6.0,0.6770833333333338,5.309941520467836,0.6163590795169742,0.1943831199923098
2,8.210526315789474,0.8223140495867769,6.514619883040936,0.6651541441015125,0.1308114424616634
3,8.421052631578947,0.7879901960784313,5.04093567251462,0.6745879851143011,0.0988465565431525
4,9.68421052631579,0.7973856209150327,3.2690058479532165,0.7241609267925059,0.1572906257291971
5,8.0,0.7418300653594773,3.380116959064328,0.6976099923468345,0.1666228348579436
6,11.36842105263158,0.8507625272331156,3.1695906432748537,0.8095977122292911,0.102778236380554
7,4.421052631578948,0.7552742616033754,10.929824561403509,0.541436925647452,0.222418501578008
8,7.684210526315789,0.7113289760348583,3.526315789473684,0.6651561888403993,0.1455250005203682
9,6.526315789473684,0.6677559912854033,3.631578947368421,0.6189792663476874,0.1999393381867331
10,7.578947368421052,0.7536764705882355,5.111111111111111,0.651846107109265,0.1535792878115127
11,6.315789473684211,0.6875000000000001,5.304093567251462,0.5654453733401102,0.160164932903409
12,7.894736842105263,0.7320261437908496,3.421052631578948,0.6683994368204894,0.1530934417901429
13,9.052631578947368,0.7339181286549713,1.6023391812865495,0.7599505757400493,0.1409305221587243
14,5.684210526315789,0.7389937106918241,8.2046783625731,0.5496164654059391,0.179978899411552
15,6.2105263157894735,0.7265840220385679,6.701754385964913,0.5936764989396569,0.1652879959388722
16,12.842105263157896,0.8528265107212476,1.3099415204678362,0.8243657529261247,0.063642989741068
17,8.421052631578947,0.8305785123966942,6.502923976608187,0.6918207523470682,0.1361271895144761
18,9.36842105263158,0.7534113060428851,1.52046783625731,0.796009546009546,0.1770886370156707
19,9.052631578947368,0.7690631808278869,3.3508771929824563,0.7063325563325562,0.1492329675899604
20,10.0,0.8050108932461874,3.263157894736842,0.7830567093724989,0.0953643670631211
21,8.947368421052632,0.7559912854030502,3.421052631578948,0.7098232177179545,0.1155595107914797
22,14.105263157894736,0.937908496732026,3.0058479532163744,0.8626605506636467,0.0119203221170693
Average,8.444976076555024,0.7676915310256469,4.431419457735246,0.6898202619846301,0.14184485091349947
