Segment_number,Average Degree (Global),Global Efficiency,Average Shortest Path Length,Clustering Coefficient,Modularity
1,5.368421052631579,0.6348039215686275,5.456140350877193,0.6396825396825396,0.2239270938116343
2,4.421052631578948,0.5441520467836264,2.309941520467836,0.5242690058479532,0.3662368262088504
3,4.315789473684211,0.5947154471544712,6.894736842105263,0.6854636591478696,0.4181772392153043
4,4.2105263157894735,0.5324618736383443,4.222222222222222,0.5214285714285714,0.3475726805394475
5,5.2631578947368425,0.6198257080610022,3.7485380116959055,0.4970076706918812,0.185799222230318
6,2.3157894736842106,0.5830882352941177,12.339181286549708,0.3578947368421053,0.4761040408487196
7,2.421052631578948,0.7519379844961243,14.614035087719298,0.5789473684210527,0.4793860434713407
8,3.1578947368421053,0.477622159975101,4.497076023391813,0.3596491228070175,0.4261718082014486
9,4.842105263157895,0.595860566448802,3.83625730994152,0.6044277360066834,0.3113627244697157
10,4.947368421052632,0.5928104575163402,3.877192982456141,0.6055555555555555,0.2969461951540044
11,5.473684210526316,0.6148284313725495,5.584795321637427,0.5187134502923976,0.1819798247025843
12,4.315789473684211,0.5622004357298479,4.005847953216374,0.6030075187969924,0.3501385847168047
13,2.9473684210526314,0.6308016877637128,11.116959064327483,0.3327067669172933,0.2210478182795049
14,5.578947368421052,0.628540305010894,3.730994152046784,0.5827903091060986,0.2144655724673813
15,2.9473684210526314,0.5247222222222215,7.374269005847953,0.3263157894736843,0.3881755882186296
Average,4.168421052631579,0.5925580988690521,6.240545808966862,0.5158573200678463,0.3258327508357126
